id,target,dilution,Ct_Mean,delta_Ct
SCr-EB4,trout,1:5,,
SCr-EB5,coho,1:1,,
SCr-EB5,coho,1:5,,
SCr-EB5,trout,1:1,,
SCr-EB5,trout,1:5,22.060937881469727,
SCr-EB7,coho,1:1,,
SCr-EB7,coho,1:5,,
SCr-EB7,trout,1:1,,
SCr-EB7,trout,1:5,,
SCr-EB8,coho,1:1,,
SCr-EB8,coho,1:5,,
SCr-EB8,trout,1:1,,
SCr-EB8,trout,1:5,,
SCr-EB9,coho,1:1,,
SCr-EB9,coho,1:5,,
SCr-EB9,trout,1:1,,
SCr-EB9,trout,1:5,,
SCr-Hand-1A,coho,1:1,30.64044762,-1.9810962599999975
SCr-Hand-1A,coho,1:5,32.62154388,
SCr-Hand-1A,trout,1:1,30.20197296,-1.4453563700000025
SCr-Hand-1A,trout,1:5,31.64732933,
SCr-Hand1B,coho,1:1,31.87128639,-2.288698199999999
SCr-Hand1B,coho,1:5,34.15998459,
SCr-Hand1B,trout,1:1,31.56913567,-2.731473919999999
SCr-Hand1B,trout,1:5,34.30060959,
SCr-Match-1B,coho,1:1,33.5471344,-2.655712130000005
SCr-Match-1B,coho,1:5,36.20284653,
SCr-Match-1B,trout,1:1,32.03768539,-2.1626319900000013
SCr-Match-1B,trout,1:5,34.20031738,
SCr-Match1A,coho,1:1,35.00259399,-0.95491028
SCr-Match1A,coho,1:5,35.95750427,
SCr-Match1A,trout,1:1,32.20973587,-2.179927830000004
SCr-Match1A,trout,1:5,34.38966370000001,
SCr-Match1E,coho,1:1,35.3032074,-3.4267387400000047
SCr-Match1E,coho,1:5,38.72994614,
SCr-Match1E,trout,1:1,33.70895386,-2.49971008
SCr-Match1E,trout,1:5,36.20866394,
SCr-NTC1,coho,1:1,,
SCr-NTC1,coho,1:5,,
SCr-NTC1,trout,1:1,,
SCr-NTC1,trout,1:5,,
SCr-Neg2,coho,1:1,38.92658996582031,
SCr-Neg2,coho,1:5,,
SCr-Neg2,trout,1:1,,
SCr-Neg2,trout,1:5,,
SCr-Neg_3874,coho,1:1,,
SCr-Neg_3874,coho,1:5,,
SCr-Neg_3874,trout,1:1,,
SCr-Neg_3874,trout,1:5,,
SCr-SP-M-1-2A,coho,1:1,35.36635208129883,-3.5385894775390625
SCr-SP-M-1-2A,coho,1:5,38.90494155883789,
SCr-SP-M-1-2A,trout,1:1,29.99863624572754,-2.5010128021240163
SCr-SP-M-1-2A,trout,1:5,32.499649047851555,
SCr-SP-M-1-3A,coho,1:1,33.085155487060554,-2.5020103454589773
SCr-SP-M-1-3A,coho,1:5,35.58716583251953,
SCr-SP-M-1-3A,trout,1:1,29.25982666015625,-2.5873947143554688
SCr-SP-M-1-3A,trout,1:5,31.84722137451172,
SCr-SP-M-1-4A,coho,1:1,,
SCr-SP-M-1-4A,coho,1:5,,
SCr-SP-M-1-4A,trout,1:1,31.66514587402344,-2.102451324462887
SCr-SP-M-1-4A,trout,1:5,33.76759719848633,
SCr-SP-M-1-5A,coho,1:1,31.900644302368164,-2.2317256927490305
SCr-SP-M-1-5A,coho,1:5,34.132369995117195,
SCr-SP-M-1-5A,trout,1:1,29.01278686523437,-2.550203323364265
SCr-SP-M-1-5A,trout,1:5,31.562990188598636,
SCr-SP-M-1-6A,coho,1:1,29.93706321716309,-2.5792942047119105
SCr-SP-M-1-6A,coho,1:5,32.516357421875,
SCr-SP-M-1-6A,trout,1:1,30.32573699951172,-2.105457305908203
SCr-SP-M-1-6A,trout,1:5,32.43119430541992,
SCr-SP-M-1-7A,coho,1:1,26.637359619140625,-2.244209289550785
SCr-SP-M-1-7A,coho,1:5,28.88156890869141,
SCr-SP-M-1-7A,trout,1:1,29.696447372436523,-2.0432682037353516
SCr-SP-M-1-7A,trout,1:5,31.739715576171875,
SCr-SP-M-1-8A,coho,1:1,26.68927955627441,-2.2466125488281286
SCr-SP-M-1-8A,coho,1:5,28.93589210510254,
SCr-SP-M-1-8A,trout,1:1,29.302282333374023,-2.2705535888671875
SCr-SP-M-1-8A,trout,1:5,31.57283592224121,
SCr-Sp-101719-BCN,coho,1:5,27.64750862121582,
SCr-Sp-101719-BCN,trout,1:5,30.8433837890625,
SCr-Sp-101719-BCN-17B,coho,1:1,27.051576614379886,-2.2966270446777273
SCr-Sp-101719-BCN-17B,coho,1:5,29.348203659057614,
SCr-Sp-101719-BCN-17B,trout,1:1,27.93520164489746,-2.1039047241210938
SCr-Sp-101719-BCN-17B,trout,1:5,30.039106369018555,
SCr-Sp-101719-BCN-17C,coho,1:1,27.62570953369141,-2.36154747009277
SCr-Sp-101719-BCN-17C,coho,1:5,29.98725700378418,
SCr-Sp-101719-BCN-17C,trout,1:1,28.584909439086914,-2.213979721069336
SCr-Sp-101719-BCN-17C,trout,1:5,30.79888916015625,
SCr-Sp-101719-BCN-17D,coho,1:1,37.92063522338867,
SCr-Sp-101719-BCN-17D,coho,1:5,,
SCr-Sp-101719-BCN-17D,trout,1:1,,
SCr-Sp-101719-BCN-17D,trout,1:5,,
SCr-Sp-101719-BCN-17E,coho,1:1,28.60858917236328,-2.547971725463867
SCr-Sp-101719-BCN-17E,coho,1:5,31.15656089782715,
SCr-Sp-101719-BCN-17E,trout,1:1,29.62383460998535,-2.500295639038093
SCr-Sp-101719-BCN-17E,trout,1:5,32.124130249023445,
SCr-Sp-101719-BCN-17F,coho,1:1,29.07494163513184,-2.1978015899658168
SCr-Sp-101719-BCN-17F,coho,1:5,31.272743225097656,
SCr-Sp-101719-BCN-17F,trout,1:1,30.050033569335934,-2.2634887695312607
SCr-Sp-101719-BCN-17F,trout,1:5,32.313522338867195,
SCr-Sp-101719-BCN-17G,coho,1:1,29.6308536529541,-2.368961334228512
SCr-Sp-101719-BCN-17G,coho,1:5,31.999814987182614,
SCr-Sp-101719-BCN-17G,trout,1:1,30.302927017211914,-2.348215103149414
SCr-Sp-101719-BCN-17G,trout,1:5,32.65114212036133,
SCr-Sp-101719-BCN-18A,coho,1:1,24.74221992492676,-2.3047561645507777
SCr-Sp-101719-BCN-18A,coho,1:5,27.04697608947754,
SCr-Sp-101719-BCN-18A,trout,1:1,27.8409366607666,-2.125370025634769
SCr-Sp-101719-BCN-18A,trout,1:5,29.96630668640137,
SCr-Sp-101719-BCN-18B,coho,1:1,24.97014808654785,-2.210262298583988
SCr-Sp-101719-BCN-18B,coho,1:5,27.18041038513184,
SCr-Sp-101719-BCN-18B,trout,1:1,28.112016677856445,-2.1402816772460938
SCr-Sp-101719-BCN-18B,trout,1:5,30.25229835510254,
SCr-Sp-101719-BCN-18C,coho,1:1,25.415754318237305,
SCr-Sp-101719-BCN-18C,trout,1:1,28.61286735534668,
SCr-Sp-101719-BCN-18D,coho,1:1,38.17180633544922,
SCr-Sp-101719-BCN-18D,coho,1:5,,
SCr-Sp-101719-BCN-18D,trout,1:1,,
SCr-Sp-101719-BCN-18D,trout,1:5,,
SCr-Sp-101719-BCN-18E,coho,1:1,27.38057518005371,-2.3526706695556605
SCr-Sp-101719-BCN-18E,coho,1:5,29.73324584960937,
SCr-Sp-101719-BCN-18E,trout,1:1,30.30281066894531,-2.239475250244137
SCr-Sp-101719-BCN-18E,trout,1:5,32.542285919189446,
SCr-Sp-101719-BCN-18F,coho,1:1,27.11715507507324,-2.2651844024658274
SCr-Sp-101719-BCN-18F,coho,1:5,29.382339477539066,
SCr-Sp-101719-BCN-18F,trout,1:1,30.3631649017334,-2.612150192260742
SCr-Sp-101719-BCN-18F,trout,1:5,32.97531509399414,
SCr-Sp-BCN-101720-18G,coho,1:1,27.633256912231445,-2.344863891601566
SCr-Sp-BCN-101720-18G,coho,1:5,29.97812080383301,
SCr-Sp-BCN-101720-18G,trout,1:1,30.6195125579834,-2.013936996459961
SCr-Sp-BCN-101720-18G,trout,1:5,32.63344955444336,
SCr-Sp-M-45-1C-200305,coho,1:1,30.907316207885746,-2.5371799468994176
SCr-Sp-M-45-1C-200305,coho,1:5,33.44449615478516,
SCr-Sp-M-45-1C-200305,trout,1:1,29.11456871032715,-2.4762973785400426
SCr-Sp-M-45-1C-200305,trout,1:5,31.59086608886719,
SCr-Sp-SCN-28C,coho,1:1,26.07382392883301,-2.3024425506591797
SCr-Sp-SCN-28C,coho,1:5,28.37626647949219,
SCr-Sp-SCN-28C,trout,1:1,28.84040641784668,-2.3704910278320312
SCr-Sp-SCN-28C,trout,1:5,31.21089744567871,
SCr-Sp-SCN-28D,coho,1:1,39.07740020751953,
SCr-Sp-SCN-28D,coho,1:5,,
SCr-Sp-SCN-28D,trout,1:1,,
SCr-Sp-SCN-28D,trout,1:5,,
SCr-Sp-SCN-28E,coho,1:1,26.985841751098636,-2.6748237609863246
SCr-Sp-SCN-28E,coho,1:5,29.66066551208496,
SCr-Sp-SCN-28E,trout,1:1,29.96297645568848,-2.3375949859619105
SCr-Sp-SCN-28E,trout,1:5,32.30057144165039,
SCr-Sp-SCN-28F,coho,1:1,,
SCr-Sp-SCN-28F,coho,1:5,31.001495361328125,
SCr-Sp-SCN-28F,trout,1:1,31.0299072265625,-2.6800804138183594
SCr-Sp-SCN-28F,trout,1:5,33.70998764038086,
SCr-Sp-SCN-28G,coho,1:1,28.17444038391113,-2.719490051269535
SCr-Sp-SCN-28G,coho,1:5,30.893930435180664,
SCr-Sp-SCN-28G,trout,1:1,30.85576820373535,-2.5634021759033203
SCr-Sp-SCN-28G,trout,1:5,33.41917037963867,
SCr-Sp-SCN-28H,coho,1:1,26.304840087890625,-2.1700496673583984
SCr-Sp-SCN-28H,coho,1:5,28.474889755249023,
SCr-Sp-SCN-28H,trout,1:1,28.881425857543945,-2.0413742065429688
SCr-Sp-SCN-28H,trout,1:5,30.922800064086914,
SCr-Sp-SCN-28I,coho,1:1,26.237138748168945,-2.3938941955566406
SCr-Sp-SCN-28I,coho,1:5,28.631032943725586,
SCr-Sp-SCN-28I,trout,1:1,29.04644012451172,-2.566024780273441
SCr-Sp-SCN-28I,trout,1:5,31.61246490478516,
SCr-Sp-SCN-28J,coho,1:1,26.502655029296875,-2.4146137237548864
SCr-Sp-SCN-28J,coho,1:5,28.91726875305176,
SCr-Sp-SCN-28J,trout,1:1,29.21600341796875,-2.3223133087158203
SCr-Sp-SCN-28J,trout,1:5,31.53831672668457,
SCr-Sp-SCN21A-20200305,coho,1:1,30.4807186126709,-2.332540512084961
SCr-Sp-SCN21A-20200305,coho,1:5,32.81325912475586,
SCr-Sp-SCN21A-20200305,trout,1:1,28.22975730895996,-2.2998046875
SCr-Sp-SCN21A-20200305,trout,1:5,30.52956199645996,
SCr-Sp-SCN21B-20200305,coho,1:1,30.319711685180664,-2.40423774719239
SCr-Sp-SCN21B-20200305,coho,1:5,32.723949432373054,
SCr-Sp-SCN21B-20200305,trout,1:1,28.11224174499512,-2.3207664489746094
SCr-Sp-SCN21B-20200305,trout,1:5,30.43300819396973,
SCr-Sp-SCN21C-20200305,coho,1:1,30.50084114074707,-2.4541263580322337
SCr-Sp-SCN21C-20200305,coho,1:5,32.954967498779304,
SCr-Sp-SCN21C-20200305,trout,1:1,28.42325782775879,-2.338146209716797
SCr-Sp-SCN21C-20200305,trout,1:5,30.761404037475586,
SCr-Sp-SCN21D-20200305,coho,1:1,,
SCr-Sp-SCN21D-20200305,coho,1:5,39.21321487426758,
SCr-Sp-SCN21D-20200305,trout,1:1,38.518409729003906,
SCr-Sp-SCN21D-20200305,trout,1:5,,
SCr-Sp-SCN22A-20200305,coho,1:1,30.08347511291504,-2.3708362579345703
SCr-Sp-SCN22A-20200305,coho,1:5,32.45431137084961,
SCr-Sp-SCN22A-20200305,trout,1:1,27.87471008300781,-2.1510524749755895
SCr-Sp-SCN22A-20200305,trout,1:5,30.0257625579834,
SCr-Sp-SCN22B-20200305,coho,1:1,29.78194236755371,
SCr-Sp-SCN22B-20200305,trout,1:1,27.60019874572754,
SCr-hand1C,coho,1:1,29.85001564,-2.2166461900000023
SCr-hand1C,coho,1:5,32.06666183,
SCr-hand1C,trout,1:1,29.8039608,-2.3108043699999996
SCr-hand1C,trout,1:5,32.11476517,
SCr-match1C,coho,1:1,32.66689682,-1.9643249500000053
SCr-match1C,coho,1:5,34.63122177,
SCr-match1C,trout,1:1,28.61367798,-2.3653240200000027
SCr-match1C,trout,1:5,30.979002,
SCr-match1D,coho,1:1,34.73343277,-2.7011985799999962
SCr-match1D,coho,1:5,37.43463135,
SCr-match1D,trout,1:1,34.60585403,-2.9938888599999984
SCr-match1D,trout,1:5,37.59974289,
SCr-match1F,coho,1:1,33.40184021,-2.443984989999997
SCr-match1F,coho,1:5,35.8458252,
SCr-match1F,trout,1:1,31.85659218,-2.241140360000003
SCr-match1F,trout,1:5,34.09773254,
SCr-neg,coho,1:1,,
SCr-neg,coho,1:5,,
SCr-neg,trout,1:1,,
SCr-neg,trout,1:5,,
SCr-neg1,coho,1:1,39.15242004394531,
SCr-neg1,coho,1:5,,
SCr-neg1,trout,1:1,,
SCr-neg1,trout,1:5,,
Scr-176,trout,1:5,32.95545959,
